truckid,driverid,event,Region,velocity,event_ind,idling_ind
A70,A70,normal,Yio Chu Kang,31,No,No
A51,A51,normal,Bukit Panjang,17,No,No
A29,A29,normal,Bishan,0,No,Yes
A100,A100,normal,Yishun,16,No,No
A52,A52,normal,Kovan,55,No,No
A23,A23,normal,Sengkang,0,No,Yes
A87,A87,normal,Bouna Vista,60,No,No
A70,A70,normal,Macpherson,0,No,Yes
A53,A53,normal,Alexandra,0,No,Yes
A54,A54,normal,Little India,69,No,No
A77,A77,normal,Yishun,0,No,Yes
A45,A45,normal,Kembangan,45,No,No
A98,A98,normal,Toa Payoh,63,No,No
A37,A37,normal,Bishan,36,No,No
A59,A59,normal,Farrer Park,70,No,No
A13,A13,normal,Little India,60,No,No
A90,A90,normal,Kovan,40,No,No
A6,A6,normal,Sembawang,47,No,No
A8,A8,normal,Potong Pasir,60,No,No
A67,A67,normal,Pasir Laba,18,No,No
A48,A48,normal,Aljunied,49,No,No
A49,A49,normal,Yishun,25,No,No
A62,A62,normal,Tampines,44,No,No
A30,A30,normal,Tampines,36,No,No
A41,A41,normal,Simei,32,No,No
A21,A21,normal,Pasir Ris,0,No,Yes
A91,A91,normal,Tampines,42,No,No
A68,A68,normal,Woodlands,46,No,No
A43,A43,normal,Little India,45,No,No
A74,A74,normal,Woodlands,31,No,No
A22,A22,normal,Yishun,64,No,No
A23,A23,normal,Bukit Batok,0,No,Yes
A71,A71,normal,Kent Ridge,68,No,No
A85,A85,normal,Tampines,0,No,Yes
A59,A59,normal,Yishun,0,No,Yes
A9,A9,normal,Little India,68,No,No
A36,A36,normal,Farrer Park,21,No,No
A54,A54,normal,Marsiling,75,No,No
A62,A62,normal,Bukit Panjang,36,No,No
A40,A40,normal,Chai Chee,48,No,No
A21,A21,normal,Tampines,0,No,Yes
A38,A38,normal,Geylang,26,No,No
A24,A24,normal,Yishun,0,No,Yes
A50,A50,normal,Tampines,40,No,No
A29,A29,normal,Novena,15,No,No
A58,A58,normal,Hougang,61,No,No
A11,A11,normal,Geylang,32,No,No
A62,A62,normal,Yishun,56,No,No
A75,A75,normal,Jurong East,43,No,No
A64,A64,lane departure,Simei,45,Yes,No
A2,A2,normal,Choa Chu Kang,28,No,No
A53,A53,normal,Tampines,35,No,No
A12,A12,normal,Little India,0,No,Yes
A76,A76,normal,Yishun,67,No,No
A30,A30,normal,Yishun,0,No,Yes
A62,A62,normal,Tampines,0,No,Yes
A52,A52,normal,Bishan,41,No,No
A66,A66,normal,Bukit Panjang,43,No,No
A5,A5,normal,Tanglin,75,No,No
A53,A53,normal,Bukit Batok,20,No,No
A42,A42,lane departure,Bukit Batok,24,Yes,No
A27,A27,normal,Queenstown,0,No,Yes
A8,A8,normal,Tampines,50,No,No
A31,A31,normal,Tampines,0,No,Yes
A44,A44,normal,Aljunied,19,No,No
A91,A91,normal,Novena,25,No,No
A10,A10,normal,Novena,40,No,No
A91,A91,normal,Woodlands,0,No,Yes
A74,A74,normal,Macpherson,21,No,No
A10,A10,normal,Toa Payoh,59,No,No
A100,A100,normal,Sengkang,0,No,Yes
A22,A22,normal,Tampines,52,No,No
A37,A37,normal,Woodlands,42,No,No
A44,A44,normal,Yishun,60,No,No
A88,A88,normal,Hougang,58,No,No
A99,A99,normal,Yishun,40,No,No
A13,A13,lane departure,Bishan,48,Yes,No
A59,A59,normal,Boon Lay,41,No,No
A69,A69,normal,Hougang,0,No,Yes
A80,A80,normal,Alexandra,0,No,Yes
A32,A32,normal,Little India,50,No,No
A31,A31,normal,Bedok,0,No,Yes
A22,A22,normal,Potong Pasir,0,No,Yes
A58,A58,normal,Yishun,33,No,No
A11,A11,normal,Bukit Batok,17,No,No
A32,A32,normal,Farrer Park,15,No,No
A67,A67,normal,Woodlands,0,No,Yes
A87,A87,normal,Novena,69,No,No
A71,A71,normal,Bishan,0,No,Yes
A21,A21,normal,Yishun,56,No,No
A74,A74,normal,Yishun,58,No,No
A56,A56,normal,Simei,37,No,No
A43,A43,normal,Yishun,66,No,No
A39,A39,normal,Admiralty,34,No,No
A12,A12,normal,Admiralty,16,No,No
A87,A87,normal,Clementi,16,No,No
A77,A77,normal,Newton,48,No,No
A48,A48,normal,Pasir Ris,17,No,No
A86,A86,normal,Tanglin,27,No,No
A84,A84,normal,Yishun,33,No,No
A2,A2,normal,Redhill,43,No,No
A64,A64,normal,Bukit Batok,73,No,No
A14,A14,normal,Tampines,21,No,No
A75,A75,normal,Choa Chu Kang,35,No,No
A95,A95,lane departure,Eunos,39,Yes,No
A34,A34,normal,Marine Parade,64,No,No
A87,A87,normal,Bukit Gombak,32,No,No
A30,A30,normal,Alexandra,69,No,No
A79,A79,normal,Clementi,0,No,Yes
A72,A72,normal,Yishun,21,No,No
A26,A26,normal,Yishun,67,No,No
A77,A77,normal,Paya Lebar,0,No,Yes
A40,A40,normal,Chai Chee,47,No,No
A25,A25,normal,Pasir Ris,37,No,No
A6,A6,normal,Aljunied,60,No,No
A95,A95,normal,Woodlands,0,No,Yes
A64,A64,normal,Yishun,25,No,No
A28,A28,normal,Bukit Panjang,37,No,No
A27,A27,normal,Hougang,67,No,No
A13,A13,normal,Tanglin,52,No,No
A14,A14,normal,Yishun,0,No,Yes
A2,A2,normal,Clementi,27,No,No
A64,A64,normal,Tampines,45,No,No
A64,A64,normal,Bishan,27,No,No
A58,A58,normal,Yishun,0,No,Yes
A79,A79,normal,Toa Payoh,16,No,No
A83,A83,normal,Bukit Gombak,55,No,No
A89,A89,normal,Little India,70,No,No
A73,A73,normal,Yishun,17,No,No
A14,A14,normal,Bukit Batok,0,No,Yes
A42,A42,normal,Geylang,50,No,No
A4,A4,normal,Yishun,68,No,No
A74,A74,normal,Yio Chu Kang,0,No,Yes
A31,A31,normal,Tampines,40,No,No
A48,A48,normal,Choa Chu Kang,73,No,No
A80,A80,normal,Marine Parade,46,No,No
A71,A71,normal,Tampines,75,No,No
A6,A6,normal,Sembawang,22,No,No
A19,A19,normal,Geylang,62,No,No
A53,A53,normal,Yishun,46,No,No
A68,A68,normal,Serangoon,0,No,Yes
A36,A36,normal,Woodlands,32,No,No
A56,A56,normal,Bishan,30,No,No
A28,A28,normal,Boon Keng,52,No,No
A9,A9,normal,Tanglin,27,No,No
A29,A29,normal,Novena,23,No,No
A46,A46,normal,Queenstown,75,No,No
A32,A32,normal,Woodlands,0,No,Yes
A67,A67,normal,Woodlands,56,No,No
A15,A15,normal,Queenstown,60,No,No
A75,A75,normal,Redhill,31,No,No
A59,A59,normal,Tanglin,43,No,No
A57,A57,normal,Tampines,42,No,No
A90,A90,normal,Tampines,21,No,No
A42,A42,normal,Hougang,66,No,No
A96,A96,normal,Bedok,74,No,No
A98,A98,normal,Choa Chu Kang,32,No,No
A48,A48,normal,Toa Payoh,73,No,No
A96,A96,normal,Hougang,21,No,No
A85,A85,normal,Yishun,53,No,No
A25,A25,normal,Kent Ridge,55,No,No
A69,A69,normal,Queenstown,0,No,Yes
A1,A1,normal,Teban Gardens,70,No,No
A40,A40,normal,Woodlands,35,No,No
A70,A70,normal,Yishun,0,No,Yes
A82,A82,normal,Boon Keng,32,No,No
A48,A48,normal,Bishan,0,No,Yes
A60,A60,normal,Bishan,49,No,No
A97,A97,normal,Teban Gardens,40,No,No
A74,A74,normal,Woodlands,23,No,No
A93,A93,normal,Woodlands,0,No,Yes
A17,A17,normal,Woodlands,39,No,No
A42,A42,normal,Yishun,55,No,No
A25,A25,normal,Bishan,63,No,No
A18,A18,normal,Yishun,69,No,No
A27,A27,normal,Yishun,42,No,No
A76,A76,normal,Tampines,53,No,No
A59,A59,normal,Bishan,62,No,No
A74,A74,unsafe following distance,Boon Lay,43,Yes,No
A45,A45,normal,Potong Pasir,31,No,No
A25,A25,normal,Aljunied,46,No,No
A9,A9,normal,Little India,55,No,No
A61,A61,normal,Bukit Batok,44,No,No
A99,A99,normal,Marine Parade,0,No,Yes
A76,A76,normal,Eunos,0,No,Yes
A25,A25,normal,Kent Ridge,55,No,No
A24,A24,normal,Woodlands,68,No,No
A75,A75,lane departure,Woodlands,41,Yes,No
A10,A10,normal,Clementi,47,No,No
A43,A43,normal,Bukit Panjang,42,No,No
A87,A87,normal,Novena,0,No,Yes
A63,A63,normal,Woodlands,56,No,No
A86,A86,normal,Tanglin,40,No,No
A49,A49,normal,Yishun,54,No,No
A83,A83,normal,Bukit Gombak,22,No,No
A80,A80,normal,Tampines,26,No,No
A20,A20,normal,Woodlands,44,No,No
A85,A85,normal,Yishun,53,No,No
A33,A33,normal,Woodlands,0,No,Yes
A83,A83,normal,Choa Chu Kang,68,No,No
A95,A95,normal,Yishun,30,No,No
A11,A11,normal,Geylang,17,No,No
A44,A44,normal,Tampines,0,No,Yes
A20,A20,normal,Woodlands,65,No,No
A87,A87,normal,Toa Payoh,24,No,No
A96,A96,normal,Tampines,75,No,No
A46,A46,normal,Bedok,0,No,Yes
A60,A60,normal,Sembawang,41,No,No
A14,A14,normal,Toa Payoh,73,No,No
A72,A72,normal,Kembangan,40,No,No
A68,A68,normal,Chai Chee,74,No,No
A29,A29,normal,Yishun,55,No,No
A44,A44,normal,Pasir Ris,66,No,No
A84,A84,normal,Marine Parade,23,No,No
A84,A84,normal,Jurong East,0,No,Yes
A78,A78,normal,Pasir Laba,0,No,Yes
A10,A10,normal,Novena,56,No,No
A27,A27,normal,Tampines,27,No,No
A7,A7,normal,Tampines,0,No,Yes
A97,A97,lane departure,Macpherson,39,Yes,No
A3,A3,normal,Yishun,0,No,Yes
A54,A54,normal,Bedok,0,No,Yes
A65,A65,normal,Alexandra,47,No,No
A53,A53,normal,Kembangan,50,No,No
A26,A26,normal,Tampines,23,No,No
A79,A79,normal,Sembawang,18,No,No
A68,A68,unsafe following distance,Potong Pasir,28,Yes,No
A20,A20,normal,Clementi,0,No,Yes
A90,A90,normal,Tanglin,43,No,No
A68,A68,normal,Woodlands,64,No,No
A12,A12,normal,Little India,19,No,No
A28,A28,normal,Woodlands,38,No,No
A7,A7,normal,Tampines,61,No,No
A38,A38,normal,Alexandra,54,No,No
A20,A20,normal,Macpherson,50,No,No
A64,A64,normal,Woodlands,44,No,No
A40,A40,normal,Bishan,0,No,Yes
A88,A88,normal,Marine Parade,0,No,Yes
A34,A34,normal,Marine Parade,48,No,No
A35,A35,normal,Yishun,75,No,No
A85,A85,normal,Queenstown,16,No,No
A47,A47,normal,Bukit Merah,0,No,Yes
A94,A94,normal,Yio Chu Kang,50,No,No
A72,A72,normal,Yishun,0,No,Yes
A58,A58,normal,Tampines,47,No,No
A62,A62,normal,Tampines,0,No,Yes
A50,A50,normal,Bedok,22,No,No
A17,A17,normal,Tampines,42,No,No
A99,A99,normal,Bouna Vista,0,No,Yes
A79,A79,normal,Aljunied,0,No,Yes
A22,A22,normal,Woodlands,54,No,No
A19,A19,normal,Boon Lay,37,No,No
A57,A57,normal,Yishun,0,No,Yes
A82,A82,normal,Tanglin,0,No,Yes
A94,A94,normal,Jurong East,61,No,No
A86,A86,normal,Little India,17,No,No
A76,A76,normal,Serangoon,48,No,No
A77,A77,normal,Sengkang,37,No,No
A88,A88,normal,Tampines,0,No,Yes
A84,A84,normal,Geylang,28,No,No
A72,A72,normal,Eunos,0,No,Yes
A54,A54,normal,Yishun,66,No,No
A23,A23,normal,Queenstown,46,No,No
A37,A37,normal,Tampines,21,No,No
A92,A92,normal,Marine Parade,60,No,No
A95,A95,normal,Potong Pasir,0,No,Yes
A30,A30,normal,Marine Parade,0,No,Yes
A25,A25,normal,Clementi,0,No,Yes
A76,A76,normal,Serangoon,23,No,No
A80,A80,normal,Yishun,0,No,Yes
A95,A95,normal,Bukit Batok,0,No,Yes
A99,A99,normal,Jurong East,46,No,No
A100,A100,normal,Queenstown,19,No,No
A87,A87,normal,Clementi,0,No,Yes
A42,A42,normal,Bukit Batok,0,No,Yes
A66,A66,normal,Little India,23,No,No
A26,A26,normal,Yishun,0,No,Yes
A76,A76,normal,Ang Mo Kio,16,No,No
A74,A74,normal,Bukit Panjang,57,No,No
A4,A4,normal,Yishun,33,No,No
A17,A17,normal,Yishun,47,No,No
A73,A73,normal,Newton,38,No,No
A18,A18,normal,Yishun,41,No,No
A10,A10,normal,Bishan,21,No,No
A2,A2,normal,Bishan,0,No,Yes
A82,A82,normal,Little India,61,No,No
A30,A30,normal,Yishun,55,No,No
A14,A14,normal,Bishan,41,No,No
A27,A27,normal,Sengkang,75,No,No
A22,A22,normal,Yishun,32,No,No
A28,A28,normal,Tanglin,28,No,No
A47,A47,normal,Pasir Laba,47,No,No
A43,A43,normal,Yio Chu Kang,0,No,Yes
A67,A67,normal,Tampines,0,No,Yes
A39,A39,normal,Admiralty,75,No,No
A90,A90,normal,Farrer Park,18,No,No
A92,A92,normal,Bukit Batok,0,No,Yes
A79,A79,normal,Clementi,55,No,No
A93,A93,normal,Admiralty,27,No,No
A85,A85,normal,Yishun,45,No,No
A49,A49,normal,Yishun,58,No,No
A92,A92,normal,Hougang,34,No,No
A60,A60,normal,Bukit Batok,31,No,No
A40,A40,normal,Pasir Laba,16,No,No
A45,A45,normal,Potong Pasir,60,No,No
A51,A51,normal,Boon Keng,60,No,No
A27,A27,normal,Bedok,37,No,No
A19,A19,normal,Tampines,59,No,No
A16,A16,normal,Yishun,46,No,No
A97,A97,normal,Yishun,0,No,Yes
A63,A63,normal,Woodlands,0,No,Yes
A26,A26,normal,Yishun,0,No,Yes
A28,A28,normal,Woodlands,63,No,No
A81,A81,normal,Newton,0,No,Yes
A83,A83,normal,Kent Ridge,64,No,No
A35,A35,normal,Yishun,26,No,No
A69,A69,normal,Queenstown,37,No,No
A62,A62,normal,Newton,44,No,No
A64,A64,normal,Chai Chee,31,No,No
A26,A26,normal,Serangoon,43,No,No
A83,A83,normal,Bishan,0,No,Yes
A15,A15,normal,Yishun,47,No,No
A83,A83,normal,Woodlands,75,No,No
A93,A93,normal,Little India,17,No,No
A60,A60,normal,Bukit Batok,0,No,Yes
A66,A66,normal,Clementi,47,No,No
A77,A77,normal,Hougang,0,No,Yes
A53,A53,normal,Yishun,45,No,No
A63,A63,normal,Telok Blangah,0,No,Yes
A17,A17,normal,Woodlands,0,No,Yes
A3,A3,normal,Potong Pasir,29,No,No
A58,A58,normal,Tampines,69,No,No
A15,A15,normal,Boon Lay,0,No,Yes
A42,A42,normal,Hougang,65,No,No
A14,A14,normal,Bishan,0,No,Yes
A79,A79,normal,Novena,60,No,No
A43,A43,normal,Macpherson,47,No,No
A6,A6,normal,Simei,74,No,No
A51,A51,normal,Woodlands,33,No,No
A19,A19,normal,Boon Lay,55,No,No
A72,A72,normal,Serangoon,0,No,Yes
A31,A31,normal,Newton,0,No,Yes
A51,A51,normal,Yio Chu Kang,32,No,No
A84,A84,normal,Yishun,62,No,No
A95,A95,lane departure,Yishun,0,Yes,Yes
A34,A34,normal,Geylang,25,No,No
A11,A11,normal,Marine Parade,60,No,No
A96,A96,normal,Queenstown,16,No,No
A90,A90,normal,Telok Blangah,65,No,No
A78,A78,normal,Pasir Laba,66,No,No
A23,A23,normal,Boon Lay,24,No,No
A50,A50,normal,Yishun,24,No,No
A36,A36,normal,Boon Keng,0,No,Yes
A43,A43,normal,Bukit Merah,71,No,No
A98,A98,normal,Pasir Ris,60,No,No
A48,A48,normal,Yishun,54,No,No
A92,A92,normal,Yishun,64,No,No
A84,A84,normal,Yishun,65,No,No
A45,A45,normal,Yishun,60,No,No
A53,A53,normal,Ang Mo Kio,57,No,No
A94,A94,normal,Little India,55,No,No
A20,A20,normal,Yio Chu Kang,67,No,No
A96,A96,normal,Paya Lebar,26,No,No
A98,A98,normal,Aljunied,0,No,Yes
A34,A34,normal,Marine Parade,34,No,No
A99,A99,normal,Yishun,25,No,No
A6,A6,normal,Novena,25,No,No
A17,A17,normal,Redhill,48,No,No
A47,A47,normal,Bukit Panjang,61,No,No
A36,A36,normal,Boon Keng,58,No,No
A1,A1,normal,Teban Gardens,15,No,No
A43,A43,normal,Woodlands,31,No,No
A84,A84,normal,Yishun,46,No,No
A80,A80,unsafe following distance,Potong Pasir,28,Yes,No
A14,A14,normal,Bukit Batok,56,No,No
A8,A8,normal,Newton,0,No,Yes
A11,A11,normal,Queenstown,23,No,No
A15,A15,normal,Marine Parade,0,No,Yes
A13,A13,normal,Woodlands,51,No,No
A64,A64,normal,Potong Pasir,58,No,No
A3,A3,overspeed,Serangoon,81,Yes,No
A5,A5,normal,Pasir Laba,27,No,No
A48,A48,normal,Kent Ridge,0,No,Yes
A93,A93,normal,Bukit Panjang,53,No,No
A85,A85,normal,Queenstown,38,No,No
A69,A69,overspeed,Hougang,81,Yes,No
A9,A9,normal,Tanglin,26,No,No
A34,A34,normal,Bukit Batok,0,No,Yes
A80,A80,normal,Bukit Batok,41,No,No
A38,A38,normal,Geylang,0,No,Yes
A81,A81,normal,Potong Pasir,45,No,No
A16,A16,normal,Yio Chu Kang,53,No,No
A67,A67,normal,Pasir Ris,40,No,No
A30,A30,normal,Tampines,23,No,No
A82,A82,normal,Tanglin,56,No,No
A73,A73,normal,Hougang,15,No,No
A88,A88,normal,Hougang,0,No,Yes
A43,A43,lane departure,Bukit Merah,24,Yes,No
A56,A56,normal,Bishan,54,No,No
A84,A84,normal,Marine Parade,66,No,No
A27,A27,normal,Newton,45,No,No
A12,A12,normal,Yishun,56,No,No
A4,A4,normal,Tampines,38,No,No
A58,A58,normal,Tampines,68,No,No
A9,A9,normal,Tampines,51,No,No
A4,A4,normal,Paya Lebar,17,No,No
A54,A54,normal,Yishun,16,No,No
A27,A27,normal,Hougang,75,No,No
A6,A6,normal,Redhill,25,No,No
A39,A39,normal,Yio Chu Kang,0,No,Yes
A55,A55,normal,Yishun,37,No,No
A27,A27,normal,Queenstown,0,No,Yes
A57,A57,normal,Bukit Batok,43,No,No
A48,A48,overspeed,Choa Chu Kang,88,Yes,No
A55,A55,normal,Tanglin,16,No,No
A29,A29,lane departure,Choa Chu Kang,0,Yes,Yes
A95,A95,normal,Eunos,43,No,No
A66,A66,normal,Yio Chu Kang,0,No,Yes
A68,A68,normal,Bukit Batok,0,No,Yes
A45,A45,normal,Bukit Batok,73,No,No
A72,A72,normal,Potong Pasir,0,No,Yes
A26,A26,normal,Tampines,31,No,No
A43,A43,normal,Bukit Panjang,25,No,No
A21,A21,overspeed,Yishun,91,Yes,No
A69,A69,normal,Yishun,27,No,No
A77,A77,unsafe following distance,Punggol,39,Yes,No
A8,A8,normal,Yishun,0,No,Yes
A37,A37,normal,Kembangan,64,No,No
A95,A95,normal,Yishun,26,No,No
A62,A62,normal,Admiralty,35,No,No
A60,A60,normal,Novena,47,No,No
A33,A33,normal,Aljunied,58,No,No
A44,A44,normal,Pasir Ris,44,No,No
A61,A61,normal,Yishun,62,No,No
A73,A73,normal,Yishun,0,No,Yes
A5,A5,normal,Teban Gardens,0,No,Yes
A26,A26,normal,Tampines,59,No,No
A22,A22,normal,Eunos,19,No,No
A16,A16,normal,Bukit Panjang,40,No,No
A24,A24,normal,Yio Chu Kang,0,No,Yes
A21,A21,normal,Sembawang,46,No,No
A45,A45,normal,Eunos,56,No,No
A100,A100,normal,Paya Lebar,31,No,No
A94,A94,normal,Choa Chu Kang,41,No,No
A96,A96,normal,Tampines,47,No,No
A41,A41,normal,Bouna Vista,56,No,No
A16,A16,normal,Queenstown,54,No,No
A99,A99,normal,Yishun,50,No,No
A46,A46,normal,Yishun,0,No,Yes
A94,A94,normal,Kovan,0,No,Yes
A47,A47,normal,Woodlands,0,No,Yes
A52,A52,normal,Redhill,0,No,Yes
A48,A48,normal,Choa Chu Kang,42,No,No
A18,A18,normal,Yishun,25,No,No
A20,A20,normal,Yio Chu Kang,37,No,No
A100,A100,normal,Sengkang,0,No,Yes
A10,A10,normal,Toa Payoh,15,No,No
A97,A97,normal,Woodlands,68,No,No
A15,A15,normal,Marine Parade,65,No,No
A81,A81,normal,Newton,75,No,No
A15,A15,normal,Queenstown,34,No,No
A86,A86,normal,Yio Chu Kang,26,No,No
A26,A26,normal,Serangoon,0,No,Yes
A88,A88,normal,Geylang,18,No,No
A66,A66,normal,Queenstown,62,No,No
A6,A6,normal,Choa Chu Kang,51,No,No
A77,A77,normal,Yishun,27,No,No
A79,A79,normal,Aljunied,69,No,No
A52,A52,normal,Pasir Ris,33,No,No
A45,A45,normal,Chai Chee,19,No,No
A77,A77,normal,Paya Lebar,32,No,No
A34,A34,normal,Alexandra,74,No,No
A72,A72,normal,Bouna Vista,58,No,No
A8,A8,normal,Marsiling,45,No,No
A14,A14,normal,Bishan,51,No,No
A82,A82,normal,Boon Lay,22,No,No
A19,A19,normal,Tampines,28,No,No
A17,A17,normal,Tampines,46,No,No
A81,A81,normal,Paya Lebar,40,No,No
A45,A45,normal,Serangoon,0,No,Yes
A50,A50,normal,Hougang,59,No,No
A33,A33,normal,Woodlands,35,No,No
A41,A41,normal,Bishan,43,No,No
A35,A35,normal,Yio Chu Kang,0,No,Yes
A50,A50,unsafe following distance,Paya Lebar,31,Yes,No
A58,A58,normal,Yishun,0,No,Yes
A60,A60,normal,Chai Chee,0,No,Yes
A23,A23,normal,Bedok,58,No,No
A71,A71,normal,Yio Chu Kang,75,No,No
A82,A82,normal,Chai Chee,70,No,No
A94,A94,normal,Woodlands,64,No,No
A58,A58,normal,Yishun,69,No,No
A87,A87,normal,Toa Payoh,58,No,No
A63,A63,normal,Farrer Park,51,No,No
A32,A32,normal,Tampines,26,No,No
A85,A85,unsafe following distance,Newton,15,Yes,No
A56,A56,normal,Kent Ridge,0,No,Yes
A66,A66,normal,Bukit Merah,25,No,No
A34,A34,normal,Geylang,15,No,No
A53,A53,normal,Serangoon,60,No,No
A3,A3,lane departure,Yishun,41,Yes,No
A19,A19,normal,Hougang,44,No,No
A78,A78,normal,Woodlands,17,No,No
A38,A38,normal,Marine Parade,22,No,No
A61,A61,normal,Jurong East,46,No,No
A59,A59,normal,Boon Keng,0,No,Yes
A74,A74,normal,Bukit Merah,0,No,Yes
A6,A6,normal,Bukit Gombak,0,No,Yes
A88,A88,normal,Bukit Batok,48,No,No
A40,A40,normal,Kovan,0,No,Yes
A79,A79,normal,Sembawang,42,No,No
A74,A74,normal,Pasir Laba,43,No,No
A50,A50,normal,Paya Lebar,16,No,No
A50,A50,normal,Bedok,16,No,No
A75,A75,normal,Choa Chu Kang,0,No,Yes
A46,A46,normal,Punggol,28,No,No
A88,A88,normal,Alexandra,75,No,No
A72,A72,normal,Serangoon,36,No,No
A56,A56,normal,Bouna Vista,42,No,No
A67,A67,normal,Woodlands,69,No,No
A91,A91,normal,Yishun,15,No,No
A29,A29,unsafe following distance,Bishan,62,Yes,No
A70,A70,normal,Yishun,56,No,No
A96,A96,normal,Sengkang,49,No,No
A17,A17,normal,Bishan,62,No,No
A56,A56,normal,Clementi,63,No,No
A53,A53,normal,Kembangan,17,No,No
A62,A62,normal,Potong Pasir,37,No,No
A59,A59,normal,Boon Keng,0,No,Yes
A81,A81,normal,Newton,0,No,Yes
A4,A4,normal,Tampines,0,No,Yes
A23,A23,normal,Tampines,41,No,No
A43,A43,normal,Yio Chu Kang,0,No,Yes
A86,A86,normal,Bishan,45,No,No
A98,A98,normal,Redhill,75,No,No
A73,A73,normal,Boon Lay,60,No,No
A71,A71,normal,Jurong East,21,No,No
A76,A76,normal,Chai Chee,0,No,Yes
A1,A1,normal,Little India,0,No,Yes
A39,A39,normal,Yio Chu Kang,60,No,No
A69,A69,overspeed,Yishun,85,Yes,No
A28,A28,normal,Tanglin,20,No,No
A33,A33,normal,Toa Payoh,23,No,No
A89,A89,normal,Little India,0,No,Yes
A3,A3,normal,Eunos,0,No,Yes
A35,A35,normal,Little India,0,No,Yes
A27,A27,normal,Bedok,46,No,No
A84,A84,normal,Yishun,37,No,No
A79,A79,normal,Bishan,67,No,No
A15,A15,normal,Alexandra,17,No,No
A16,A16,normal,Admiralty,55,No,No
A98,A98,unsafe following distance,Choa Chu Kang,28,Yes,No
A14,A14,normal,Bukit Gombak,57,No,No
A57,A57,normal,Tampines,26,No,No
A46,A46,normal,Yishun,33,No,No
A54,A54,normal,Queenstown,58,No,No
A31,A31,normal,Yishun,66,No,No
A37,A37,normal,Novena,0,No,Yes
A50,A50,normal,Queenstown,74,No,No
A62,A62,normal,Admiralty,0,No,Yes
A81,A81,normal,Tampines,31,No,No
A80,A80,unsafe following distance,Tampines,70,Yes,No
A56,A56,normal,Bukit Gombak,42,No,No
A36,A36,normal,Tampines,24,No,No
A19,A19,normal,Yishun,72,No,No
A15,A15,unsafe following distance,Hougang,0,Yes,Yes
A26,A26,normal,Potong Pasir,60,No,No
A34,A34,normal,Yishun,48,No,No
A73,A73,unsafe following distance,Bedok,71,Yes,No
A39,A39,normal,Tampines,43,No,No
A43,A43,normal,Yio Chu Kang,73,No,No
A39,A39,normal,Yishun,67,No,No
A12,A12,normal,Tampines,70,No,No
A72,A72,normal,Ang Mo Kio,68,No,No
A66,A66,normal,Little India,35,No,No
A11,A11,normal,Geylang,34,No,No
A59,A59,normal,Little India,64,No,No
A4,A4,unsafe following distance,Yishun,33,Yes,No
A36,A36,normal,Telok Blangah,18,No,No
A79,A79,normal,Bukit Gombak,33,No,No
A74,A74,normal,Boon Lay,0,No,Yes
A35,A35,unsafe following distance,Little India,21,Yes,No
A87,A87,normal,Woodlands,15,No,No
A5,A5,normal,Little India,21,No,No
A97,A97,normal,Yishun,0,No,Yes
A42,A42,normal,Yishun,55,No,No
A89,A89,normal,Little India,16,No,No
A93,A93,normal,Yishun,0,No,Yes
A55,A55,normal,Telok Blangah,0,No,Yes
A22,A22,normal,Kembangan,54,No,No
A96,A96,lane departure,Sengkang,64,Yes,No
A74,A74,normal,Woodlands,60,No,No
A5,A5,normal,Boon Keng,0,No,Yes
A72,A72,normal,Yishun,43,No,No
A62,A62,normal,Yio Chu Kang,22,No,No
A81,A81,normal,Yishun,69,No,No
A36,A36,normal,Pasir Laba,55,No,No
A2,A2,normal,Aljunied,16,No,No
A24,A24,normal,Macpherson,50,No,No
A90,A90,normal,Tampines,60,No,No
A5,A5,normal,Farrer Park,61,No,No
A47,A47,normal,Clementi,56,No,No
A70,A70,normal,Yishun,31,No,No
A23,A23,normal,Paya Lebar,39,No,No
A64,A64,normal,Toa Payoh,68,No,No
A77,A77,normal,Paya Lebar,45,No,No
A80,A80,normal,Bukit Batok,69,No,No
A51,A51,normal,Yio Chu Kang,22,No,No
A10,A10,normal,Bukit Batok,55,No,No
A1,A1,normal,Tanglin,16,No,No
A66,A66,normal,Yishun,0,No,Yes
A97,A97,normal,Little India,68,No,No
A25,A25,normal,Jurong East,51,No,No
A64,A64,normal,Bukit Gombak,0,No,Yes
A30,A30,normal,Alexandra,59,No,No
A13,A13,normal,Woodlands,66,No,No
A75,A75,overspeed,Kovan,91,Yes,No
A32,A32,normal,Yishun,46,No,No
A2,A2,normal,Choa Chu Kang,0,No,Yes
A59,A59,normal,Woodlands,56,No,No
A32,A32,normal,Boon Lay,23,No,No
A53,A53,normal,Potong Pasir,17,No,No
A1,A1,normal,Boon Lay,66,No,No
A6,A6,normal,Simei,45,No,No
A28,A28,normal,Boon Keng,16,No,No
A20,A20,normal,Queenstown,16,No,No
A57,A57,normal,Yishun,73,No,No
A24,A24,normal,Queenstown,53,No,No
A91,A91,normal,Bukit Gombak,52,No,No
A37,A37,normal,Yishun,0,No,Yes
A81,A81,normal,Marsiling,60,No,No
A21,A21,normal,Woodlands,31,No,No
A10,A10,normal,Toa Payoh,43,No,No
A57,A57,normal,Ang Mo Kio,37,No,No
A30,A30,normal,Alexandra,34,No,No
A35,A35,lane departure,Marsiling,45,Yes,No
A39,A39,normal,Admiralty,0,No,Yes
A19,A19,normal,Bedok,18,No,No
A25,A25,normal,Woodlands,73,No,No
