Product Link,Product Name,Selling Price,Price Before Discount,DiscountPercentage,Bundle Offer,Free Shipping,Shipping Price,Quantity Sold,Brand of Product,Overall Product Rating,Rating with Photo,Rating with comments,Amount in Wishlist,Store Name,Store Rating,No. of Products sold by store,Store Response Rate,Store Time taken to respond,Store Joined time,Store Follower Count
/Flip-male-tide-Slippers-men-cool-drag-fashion-outside-wear-summer-Korean-version-trend-personality-outdoor-Foot-beach-i.130119181.2270494346,Flip male tide Slippers men cool drag fashion outside wear summer Korean version trend personality outdoor Foot beach ,$16.10 ,$23.00 ,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,fanfanong01.sg,1,583,57%,within hours,6 months ago,0
/Slippers-men's-summer-fashion-sandals-outside-through-the-cavern-shoes-male-students-cool-drag-men-soft-bottom-beach-i.114922505.2270483053,Slippers men's summer fashion sandals outside through the cavern shoes male students cool drag men soft bottom beach,$16.10 ,$23.00 ,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,songmeis.sg,3,589,95%,within hours,9 months ago,40
/2019-New-Summer-Lazy-man-Baotou-half-slippers-men-cool-drag-canvas-trend-outdoor-wear-beach-casual-sandals-i.130119575.2270459083,2019 New Summer Lazy man Baotou half slippers men cool drag canvas trend outdoor wear beach casual sandals,$16.10 - $18.20,$23.00 - $26.00,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,thewayhua02.sg,1,560,88%,within hours,6 months ago,0
/2019-New-Summer-Slippers-One-word-drag-fashion-outside-wear-men-cool-outdoor-people-tide-beach-sandals-i.130119711.2270432984,2019 New Summer Slippers One word drag fashion outside wear men cool outdoor people tide beach sandals,$18.40 ,$23.00 ,20% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,eunghua02.sg,0,540,0%,within hours,6 months ago,0
/Summer-outdoor-herringbone-anti-skid-Korean-version-trend-Men's-Half-slippers-men-cool-drag-outside-wearing-personal-i.131698073.2270431623,Summer outdoor herringbone anti-skid Korean version trend Men's Half slippers men cool drag outside wearing personal,$16.10 ,$23.00 ,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,bluemei01.sg,1,556,100%,within hours,6 months ago,0
/Slippers-men-2019-New-anti-skid-sandals-A-word-Drag-big-code-summer-outside-wear-fashion-trend-beach-outdoor-Cool-i.130119388.2270428051,Slippers men 2019 New anti-skid sandals A word Drag big code summer outside wear fashion trend beach outdoor Cool,$15.40 ,$22.00 ,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,siupup02.sg,0,569,34%,within hours,6 months ago,0
/Vietnamese-slippers-male-trend-Korean-version-ins-The-tide-man-one-word-cool-drag-personality-summer-outside-wear-sand-i.119386135.2270427840,Vietnamese slippers male trend Korean version ins The tide man one word cool drag personality summer outside wear sand,$18.40 ,$23.00 ,20% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,yunlight.sg,0,588,100%,within hours,8 months ago,14
/Sandals-Men's-Summer-slippers-dual-use-beach-shoes-men-outdoor-Cool-Drag-Korean-version-trend-2019-new-Casual-Wear-i.131698867.2270427295,Sandals Men's Summer slippers dual-use beach shoes men outdoor Cool Drag Korean version trend 2019 new Casual Wear,$18.20 - $20.30,$26.00 - $29.00,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,kakazan01.sg,1,525,100%,within hours,6 months ago,0
/9.9-tide-male-slippers-outside-xia-men-word-procrastinates-fashion-wear-cool-joker-leisure-beach-sandals-personality-i.130120022.2263088760,9.9 tide male slippers outside xia men word procrastinates fashion wear cool joker leisure beach sandals personality,$7.00 ,$10.00 ,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,likecheng02.sg,9,556,7%,within hours,6 months ago,0
/Lazy-summer-baotou-slippers-men-half-dragged-the-bathroom-hole-antiskid-cool-men's-casual-sandals-i.131699134.2263083616,Lazy summer baotou slippers men half dragged the bathroom hole antiskid cool men's casual sandals,$8.40 - $9.10,$12.00 - $13.00,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,kakazan03.sg,0,521,88%,within hours,6 months ago,0
/Men-2019-new-summer-cool-slippers-sandals-leisure-beach-outside-the-male-antiskid-shoes-wear-two-word-procrastinates-i.130119922.2263081262,Men 2019 new summer cool slippers sandals leisure beach outside the male antiskid shoes wear two word procrastinates ,$9.10 ,$13.00 ,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,meowsou03.sg,3,555,92%,within hours,6 months ago,0
/Male-summer-home-outside-wear-slippers-boomer-men-sandals-2019-new-couples-is-cool-procrastinate-female-bathroom-bath-i.131698369.2263080036,Male summer home outside wear slippers boomer men sandals 2019 new couples is cool procrastinate female bathroom bath,$8.40 ,$12.00 ,30% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,fullshuomei01.sg,4,566,95%,within hours,6 months ago,0
/Summer-men-slippers-han-edition-tide-indoor-outside-word-procrastinates-home-bathroom-anti-skid-male-sandals-in-the-i.131699241.2263079344,Summer men slippers han edition tide indoor outside word procrastinates home bathroom anti-skid male sandals in the,$13.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,baibaixi01.sg,1,407,68%,within hours,6 months ago,0
/-Kakao-Friends-Lazy-Sunday-PU-Slipperkakaofriends-bathroom-outdoor-men-women-i.118336354.2248906700,[Kakao Friends] Lazy Sunday PU Slipperkakaofriends bathroom outdoor men women,$31.90 ,$63.80 ,50% off,No Bundles Avaliable,Free shipping,$0.00 ,0,Kakao Friends,No Ratings Yet,0,0,6,azamall.sg,335,305,40%,within hours,8 months ago,663
/Noritake-x-new-balance-men-and-women-lovers-slippers-casual-sandals-i.38167363.2247576672,Noritake x new balance men and women lovers slippers casual sandals,$39.40 ,$83.85 ,53% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,New Balance,No Ratings Yet,0,0,2,koko2.sg,136,399,88%,within hours,23 months ago,739
/Summer-New-Wedding-Celebration-Red-slippers-phase-Pang-couple-festive-men-an-i.119589771.2234960147,Summer New Wedding Celebration Red slippers phase Pang couple festive men an,$8.00 - $9.00,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,longdayinxiang2.sg,30,2416,54%,within hours,8 months ago,13
/Original-Champion-Women-and-Men-Slippers-Outdoor-Summer-Non-slip-Slide-i.62704948.2200678498,Original Champion Women and Men Slippers Outdoor Summer Non-slip Slide,$28.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,dianyi.sg,111,377,81%,within hours,18 months ago,43
/Champion-Bedroom-Slippers-Summer-Slide-Men-and-Women-Outdoor-Sandals-i.62704948.2200671198,Champion Bedroom Slippers Summer Slide Men and Women Outdoor Sandals,$28.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,1,dianyi.sg,111,377,81%,within hours,18 months ago,43
/-Original-Men-Women-Slippers-Couple-Velcro-Vintage-Pattern-Beach-Sandals-i.140783245.2197546352,[Original] Men & Women Slippers Couple Velcro Vintage Pattern Beach Sandals,$33.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-Men-Women-Slipper-Couple-Velcro-Fingerprint-Midsole-Beach-Sandal-i.140783245.2196355432,[Original] Men & Women Slipper Couple Velcro Fingerprint Midsole Beach Sandal,$33.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-New-Slipper-Men-Women-Couple-Trend-Outdoor-Champion-Beach-Shoes-i.140783245.2193150881,[Original] New Slipper Men & Women Couple Trend Outdoor Champion Beach Shoes,$28.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,1,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-Men-Women-Slipper-Couple-Velcro-Fingerprint-Midsole-Beach-Sandal-i.140783245.2196355432,[Original] Men & Women Slipper Couple Velcro Fingerprint Midsole Beach Sandal,$33.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-New-Slipper-Men-Women-Couple-Trend-Outdoor-Champion-Beach-Shoes-i.140783245.2193150881,[Original] New Slipper Men & Women Couple Trend Outdoor Champion Beach Shoes,$28.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,1,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-Women-Men-Slippers-Zebra-Stripe-New-Trend-Comfortable-Home-Sandals-i.140783245.2191553245,[Original] Women Men Slippers Zebra Stripe New Trend Comfortable Home Sandals,$33.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,1,No Brand,No Ratings Yet,0,0,1,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-Slippers-Men-Women-Black-White-Fashion-Non-slip-Comfortable-Sandals-i.140783245.2187524511,[Original] Slippers Men Women Black White Fashion Non-slip Comfortable Sandals,$36.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,3,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-Slippers-Men-Women-Removable-Upper-Cartoon-Pictures-Beach-Sandals-i.140783245.2187384546,[Original] Slippers Men&Women Removable Upper Cartoon Pictures Beach Sandals,$29.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,1,huali.sg,15,286,87%,within hours,5 months ago,25
/-Original-Women-Men-Clover-Slipper-Black-White-Couple-Fashion-Non-slip-Sandal-i.140783245.2187038415,[Original] Women& Men Clover Slipper Black White Couple Fashion Non-slip Sandal,$27.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,4,huali.sg,15,286,87%,within hours,5 months ago,25
/Buy-two-pairs-of-gifts-Home-Slippers-New-men-and-women-outside-summer-wear-co-i.119595814.2167180847,Buy two pairs of gifts-Home Slippers New men and women outside summer wear co,$6.00 - $7.00,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,shenglingmaoyi.sg,37,2742,68%,within hours,8 months ago,84
/Massage-Slippers-female-Summer-new-home-couple-men-anti-skid-wear-resistant-i.119595814.2167174185,Massage Slippers female Summer new home couple men anti-skid wear-resistant,$8.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,shenglingmaoyi.sg,37,2742,68%,within hours,8 months ago,84
/Women-Men-Soft-Summer-Sports-Beach-Shower-Sandals-Home-Bath-Slippers-Shoes-i.119146194.2147589566,Women Men Soft Summer Sports Beach Shower Sandals Home Bath Slippers Shoes,$8.26 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,sugarfeel.sg,74,419,87%,within hours,8 months ago,561
/Summer-Couple-Slippers-Sandals-Men-And-Women-Slippers-Couple-Antiskid-Beach-Slippers-i.11271939.2103638818,Summer Couple Slippers Sandals Men And Women Slippers Couple Antiskid Beach Slippers,$11.00 ,$13.00 ,15% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,3,liweike.sg,2551,457,98%,within hours,35 months ago,2350
/big-size-women-and-men-flat-slippers-champion-couple-thick-sole-seaside-sandals-i.128330861.2099658526,big size women and men flat slippers champion couple thick sole seaside sandals,$11.48 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,willow2019.sg,280,596,100%,within hours,7 months ago,244
/Women-Men-Warm-Striped-Slipper-Indoors-Anti-slip-Winter-House-Shoes-i.116499414.2078080237,Women Men Warm Striped Slipper IndoorsAnti-slip Winter House Shoes,$2.40 ,$6.00 ,60% off,No Bundles Avaliable,No Free Shipping,$1.00 ,0,No Brand,No Ratings Yet,0,0,0,kalaok.sg,417,4721,58%,within hours,9 months ago,152
/Plush-Cotton-Slippers-Men-Women-Home-Warm-Shoes-Slippery-Floor-Slippers-i.89948064.2046562043,Plush Cotton Slippers Men Women Home Warm Shoes Slippery Floor Slippers,$10.10 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,loststars.sg,32,247,100%,within hours,12 months ago,366
/summer-time-slippers-women-men-couple-thongs-house-outdoor-mid-heel-flat-sandals-i.128330861.2040485805,summer time slippers women men couple thongs house outdoor mid heel flat sandals,$7.69 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,willow2019.sg,280,596,100%,within hours,7 months ago,244
/Slippers-female-Summer-couple-soft-bottom-home-household-thick-shoe-men-shower-i.119595148.2019118070,Slippers female Summer couple soft bottom home household thick shoe men shower,$10.00 - $11.00,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,szmengte2.sg,77,2213,67%,within hours,8 months ago,48
/-Four-double-send-a-pair-slippers-home-men-and-women-summer-anti-skid-Korean-i.119595148.2019115349,Four double send a pair slippers home men and women summer anti-skid Korean,$10.00 - $11.00,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,szmengte2.sg,77,2213,67%,within hours,8 months ago,48
/PVC-Four-Seasons-shower-leaking-tide-brand-slippers-men-and-women-soft-bottom-i.119595148.2019112031,PVC Four Seasons shower leaking tide brand slippers men and women soft bottom,$10.00 - $11.00,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No brand,No Ratings Yet,0,0,0,szmengte2.sg,77,2213,67%,within hours,8 months ago,48
/Flip-man-slippers-summer-seaside-European-and-American-beach-graffiti-anti-sk-i.119595534.2019111651,Flip man slippers summer seaside European and American beach graffiti anti-sk,$11.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No brand,No Ratings Yet,0,0,0,szrongyu.sg,69,2204,77%,within hours,8 months ago,63
/Air-Jordan-Hydro-AJ7-Men-Women-Velcro-Slipper-Discount-White-i.99608764.2002691490,Air Jordan Hydro AJ7 Men Women Velcro Slipper Discount White,$70.00 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$1.00 ,0,No brand,No Ratings Yet,0,0,1,namanmaoyi.sg,57,823,97%,within hours,11 months ago,974
/Air-Jordan-Hydro-AJ7-Men-Women-Velcro-Slippers-Discount-i.99608764.2002691476,Air Jordan Hydro AJ7 Men Women Velcro Slippers Discount,$70.00 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$1.00 ,0,No brand,No Ratings Yet,0,0,1,namanmaoyi.sg,57,823,97%,within hours,11 months ago,974
/Air-Jordan-Hydro-V-Retro-AJ5-Men-Sports-Slippers-Women-White-i.99608764.2002691332,Air Jordan Hydro V Retro AJ5 Men Sports Slippers Women White,$68.00 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$1.00 ,0,No brand,No Ratings Yet,0,0,1,namanmaoyi.sg,57,823,97%,within hours,11 months ago,974
/Air-Jordan-Hydro-V-Retro-AJ5-Men-Sports-Slippers-Women-Black-i.99608764.2002691284,Air Jordan Hydro V Retro AJ5 Men Sports Slippers Women Black,$68.00 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$1.00 ,1,No brand,No Ratings Yet,0,0,2,namanmaoyi.sg,57,823,97%,within hours,11 months ago,974
/Plush-Cotton-Slippers-Men-Women-Home-Warm-Shoes-Slippery-Floor-Slippers-i.12500653.2001477870,Plush Cotton Slippers Men Women Home Warm Shoes Slippery Floor Slippers,$14.40 ,$16.00 ,10% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,lucky.sg,410,1284,87%,within hours,34 months ago,61
/Children's-Slippers-Boy-Xia-2019-new-cartoon-Super-Flying-man-cave-shoe-i.130106495.1983484505,Children's Slippers Boy Xia 2019 new cartoon Super Flying man cave shoe,$9.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,5,No Brand,4.5,3,4,3,finney.sg,23,1095,81%,within hours,6 months ago,4
/Spring-and-Summer-flip-men-couple-clip-feet-flat-bottom-Slippers-fashion-cas-i.127694531.1982289050,Spring and Summer flip men couple clip feet flat bottom Slippers fashion cas,$6.48 - $7.20,$9.00 - $10.00,28% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No brand,No Ratings Yet,0,0,0,incooler88.sg,10,1019,55%,within hours,7 months ago,1
/Genuine-National-Strength-One-word-drag-men-flat-bottom-slippers-couple-crysta-i.108120692.1953536045,Genuine National Strength-One word drag men flat bottom slippers couple crysta,$13.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No brand,No Ratings Yet,0,0,0,luckshop.sg,76,2562,83%,within hours,10 months ago,67
/Beach-Light-Slippers-Slides-Women-Men-Monster-Shoes-Korean-Fashion-i.120128899.1951572966,Beach Light Slippers Slides Women Men     Monster Shoes Korean Fashion,$9.00 ,$18.00 ,50% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No brand,No Ratings Yet,0,0,0,landfox.sg,20,313,100%,within hours,8 months ago,2
/Summer-Panther-Couple-Slippers-Cute-Women-Slippers-Men-Beach-Shoes-Gril-Shoes-i.11271939.1949509267,Summer Panther Couple Slippers Cute Women Slippers Men Beach Shoes Gril Shoes,$10.00 ,$12.00 ,17% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,4,No Brand,5,1,1,4,liweike.sg,2551,457,98%,within hours,35 months ago,2350
/Flip-man-slippers-summer-seaside-European-and-American-beach-graffiti-anti-ski-i.111640885.1927037167,Flip man slippers summer seaside European and American beach graffiti anti-ski,$6.00 - $7.00,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$1.00 ,0,No brand,No Ratings Yet,0,0,0,supermallshow.sg,370,3851,53%,within hours,9 months ago,112
/Home-Slipper-Unisex-Combo-Lady-Boy-Girl-Men-Bedroom-DownStair-SG-Seller-i.12405201.1883617419, PreferredHome Slipper Unisex Combo Lady Boy Girl Men Bedroom DownStair SG Seller,$7.50 ,No Discount,No Discount,No Bundles Avaliable,Free shipping,$0.00 - $3.00,1,No Brand,No Ratings Yet,0,0,3,lemonyong,1647,124,100%,within hours,34 months ago,1677
/Summer-Slippers-Men-Women's-Casual-Slipper-Shoes-Mules-i.116728707.1872330943,Summer Slippers Men Women's Casual Slipper Shoes Mules,$6.34 ,$7.46 ,15% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No brand,No Ratings Yet,0,0,0,walker1688.sg,8,622,75%,within hours,9 months ago,1721
/Men-Women-Couple-Non-slip-Simple-Design-Slippers-i.105385560.1828772542,Men Women Couple Non-slip Simple Design Slippers,$15.00 ,$30.00 ,50% off,No Bundles Avaliable,Free shipping,$0.00 ,0,No brand,No Ratings Yet,0,0,0,snowfashionshop88_2,17,1017,82%,within hours,10 months ago,6
/Men-Women-Couple-Non-slip-Bathroom-Soft-Slippers-i.105385560.1828772528,Men Women Couple Non-slip Bathroom Soft Slippers,$15.50 ,$31.00 ,50% off,No Bundles Avaliable,Free shipping,$0.00 ,0,No brand,No Ratings Yet,0,0,0,snowfashionshop88_2,17,1017,82%,within hours,10 months ago,6
/Boken-Birkenstock-two-button-Frosted-grey-leather-Men-and-women-slippers-i.68906609.1824135459,Boken Birkenstock two-button Frosted grey leather Men and women  slippers,$58.00 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$0.00 ,1,No brand,No Ratings Yet,0,0,2,wzftriple.sg,1,69,57%,within hours,16 months ago,157
/Boken-Birkenstock-two-button-Light-brown-velvet-Men-and-women-slippers-i.68906609.1824135455,Boken Birkenstock two-button Light brown velvet Men and women slippers,$58.00 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$0.00 ,0,No brand,No Ratings Yet,0,0,2,wzftriple.sg,1,69,57%,within hours,16 months ago,157
/Boken-Birkenstock-two-button-Dark-brown-leather-Men-and-women-slippers-i.68906609.1824135454,Boken Birkenstock two-button Dark brown leather Men and women  slippers,$58.00 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$0.00 ,0,No brand,No Ratings Yet,0,0,0,wzftriple.sg,1,69,57%,within hours,16 months ago,157
/Cashmere-house-slippers-winter-cotton-slippers-non-slip-men-slippers-waterproof-i.18584105.1750574498, PreferredCashmere house slippers winter cotton slippers non-slip men slippers waterproof,$12.90 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,2,No brand,No Ratings Yet,0,0,2,happyshopee.sg,1683,1079,92%,within hours,30 months ago,1159
/Women-Men-Kids-Household-Woolen-Slippers-Plush-Slippers-i.78658108.1667781974, PreferredWomen Men Kids Household Woolen Slippers Plush Slippers,$8.11 - $11.13,$10.53 - $14.45,23% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,loveourhome.sg,331,631,73%,within hours,14 months ago,235
/Hot-Sale-Women-Men-Household-Woolen-Slippers-Plush-Slippers-i.78658108.1667777853, PreferredHot Sale Women Men Household Woolen Slippers Plush Slippers,$12.93 - $13.47,$16.79 - $17.49,23% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,loveourhome.sg,331,631,73%,within hours,14 months ago,235
/men-Slippers-sandals-women-white-black(grey-logo)36-40-i.22576164.1588201217,men Slippers sandals women white+black(grey logo)36-40,$8.10 ,$13.50 ,40% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,ms.sg,1015,106,56%,within days,28 months ago,1231
/BY-Best-Price-Men-Women-Soft-Winter-Non-slip-Cotton-Slippers-Anti-slip-Shoesmint-i.86825706.1508483376,BY Best Price Men Women Soft Winter Non-slip Cotton Slippers Anti-slip Shoesmint,$7.75 ,$8.61 ,10% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,OEM,No Ratings Yet,0,0,0,baiyang.sg,65,483,82%,within hours,13 months ago,207
/YANXUAN-Denim-Men-Women-Home-Slippers-i.64525380.1484459085,YANXUAN - Denim Men/Women Home Slippers,$14.69 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$1.00 ,0,Netease Yanxuan,No Ratings Yet,0,0,1,yanxuan.sg,627,677,83%,within hours,17 months ago,1264
/Best-Price-Men-Soft-Winter-Non-slip-Women-Cotton-Slippers-Anti-slip-Shoesmint-i.64375867.1469464980,Best Price Men Soft Winter Non-slip Women Cotton Slippers Anti-slip Shoesmint,$2.40 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No brand,No Ratings Yet,0,0,0,fashionyounglady.sg,1527,2751,72%,within days,17 months ago,275
/Men-Women-Ready-Stock-Euro-Design-Men-Casual-Summer-Slipper-i.32811867.1434524730,Men&Women Ready Stock - Euro Design Men Casual Summer Slipper,$14.50 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No brand,No Ratings Yet,0,0,0,yiqilai.sg,74,469,84%,within hours,25 months ago,36
/Men-fashion-beach-shoes-slipper-shoes-39-44-i.76621355.1387151741,Men fashion beach shoes slipper shoes 39-44,$20.00 ,No Discount,No Discount,Any 2 enjoy $3.00 off,Free shipping for orders over $20,$0.00 ,1,No brand,5,0,1,6,dimmoshop.sg,277,437,91%,within hours,15 months ago,553
/Men-slipper-shoes-boys-beach-shoes-39-44-i.76621355.1387151709,Men slipper shoes boys beach shoes  39-44,$20.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No brand,No Ratings Yet,0,0,1,dimmoshop.sg,277,437,91%,within hours,15 months ago,553
/Fashion-Design-Leather-Lazy-Men-Mules-Half-Slipper-Casual-Summer-Shoes-i.48824979.1342224489, PreferredFashion Design Leather Lazy Men Mules Half Slipper Casual Summer Shoes,$19.11 ,$39.00 ,51% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,1,No brand,No Ratings Yet,0,0,3,orange.sg,204,600,97%,within hours,21 months ago,521
/Men-Non-slip-Couple-Shower-Thick-bottomed-Slippers-i.10615277.1260515038,Men Non-slip Couple Shower Thick-bottomed Slippers,$22.00 ,$44.00 ,50% off,No Bundles Avaliable,Free shipping,$0.00 ,2,No brand,No Ratings Yet,0,0,4,snowfashionshop88,346,3217,91%,within hours,35 months ago,157
/Unisex-Men-Women-Casual-Quick-Drying-Breathable-Slippers-House-Office-Shoes-i.74432940.1245387408,Unisex Men Women Casual Quick Drying Breathable Slippers House Office Shoes,$6.78 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,1,No brand,No Ratings Yet,0,0,1,651146166.sg,22,378,10%,within hours,15 months ago,0
/Men-Non-slip-Couple-Shower-Thick-bottomed-Slippers-i.10615277.1243023586,Men Non-slip Couple Shower Thick-bottomed Slippers,$19.50 ,$39.00 ,50% off,No Bundles Avaliable,Free shipping,$0.00 ,0,No brand,No Ratings Yet,0,0,2,snowfashionshop88,346,3217,91%,within hours,35 months ago,157
/Summer-Slippers-Men-Women's-Casual-Slipper-Shoes-Mules-i.48824979.1168522459, PreferredSummer Slippers Men Women's Casual Slipper Shoes Mules,$7.16 ,$14.62 ,51% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,1,No brand,5,1,1,2,orange.sg,204,600,97%,within hours,21 months ago,521
/Outdoor-Summer-Shoes-Men-Woman-Beach-Sandals-Women-Men-Slippers-Plus-Size-36-45-i.48824979.1168457052, PreferredOutdoor Summer Shoes Men Woman Beach Sandals Women Men Slippers Plus Size 36- 45,$8.40 ,$16.80 ,50% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,4,No Brand,5,0,0,8,orange.sg,204,600,97%,within hours,21 months ago,521
